ELECTORAL_DISTRICT_NUMBER,PROVINCE,ELECTORAL_DISTRICT_NAME,URBAN_SEMIURBAN_RURAL,CANDIDATE_NAME,CANDIDATE_PARTY,VOTES_OBTAINED,PERCENTAGE_OF_VOTES_OBTAINED,MAJORITY,MAJORITY_PERCENTAGE,POPULATION,ELECTORS,PERCENTAGE_OF_VOTER_TURNOUT,ELECTED_CANDIDATE,ELECTED_CANDIDATE_PARTY,PROV_CODE
59020,British Columbia,North Okanagan--Shuswap,Rural,Mel Arnold,Conservative,33626,46.4,19697.0,27.2,124605,112329,64.8,"Arnold, Mel",Conservative,BC
59020,British Columbia,North Okanagan--Shuswap,Rural,Ron Johnston,NDP-New Democratic Party,13929,19.2,,,124605,112329,64.8,"Arnold, Mel",Conservative,BC
59020,British Columbia,North Okanagan--Shuswap,Rural,Shelley Desautels,Liberal,13666,18.9,,,124605,112329,64.8,"Arnold, Mel",Conservative,BC
59020,British Columbia,North Okanagan--Shuswap,Rural,Kyle Delfing,People's Party - PPC,7209,10.0,,,124605,112329,64.8,"Arnold, Mel",Conservative,BC
59020,British Columbia,North Okanagan--Shuswap,Rural,Andrea Gunner,Green Party,3967,5.5,,,124605,112329,64.8,"Arnold, Mel",Conservative,BC
59021,British Columbia,North Vancouver,Urban,Jonathan Wilkinson,Liberal,26756,45.1,10085.0,17.0,115344,90437,66.0,"Wilkinson, Jonathan",Liberal,BC
59021,British Columbia,North Vancouver,Urban,Leslie (Les) Jickling,Conservative,16671,28.1,,,115344,90437,66.0,"Wilkinson, Jonathan",Liberal,BC
59021,British Columbia,North Vancouver,Urban,Tammy Bentz,NDP-New Democratic Party,11750,19.8,,,115344,90437,66.0,"Wilkinson, Jonathan",Liberal,BC
59021,British Columbia,North Vancouver,Urban,Archie Kaario,Green Party,2598,4.4,,,115344,90437,66.0,"Wilkinson, Jonathan",Liberal,BC
59021,British Columbia,North Vancouver,Urban,John Galloway,People's Party - PPC,1545,2.6,,,115344,90437,66.0,"Wilkinson, Jonathan",Liberal,BC
59022,British Columbia,Pitt Meadows--Maple Ridge,Semi-urban,Marc Dalton,Conservative,19371,36.7,2502.0,4.7,101101,82786,64.2,"Dalton, Marc",Conservative,BC
59022,British Columbia,Pitt Meadows--Maple Ridge,Semi-urban,Phil Klapwyk,NDP-New Democratic Party,16869,31.9,,,101101,82786,64.2,"Dalton, Marc",Conservative,BC
59022,British Columbia,Pitt Meadows--Maple Ridge,Semi-urban,Ahmed Yousef,Liberal,13179,24.9,,,101101,82786,64.2,"Dalton, Marc",Conservative,BC
59022,British Columbia,Pitt Meadows--Maple Ridge,Semi-urban,Juliuss Hoffmann,People's Party - PPC,2800,5.3,,,101101,82786,64.2,"Dalton, Marc",Conservative,BC
59022,British Columbia,Pitt Meadows--Maple Ridge,Semi-urban,Steven William Ranta,Independent,453,0.9,,,101101,82786,64.2,"Dalton, Marc",Conservative,BC
59022,British Columbia,Pitt Meadows--Maple Ridge,Semi-urban,Peter Buddle,Rhinoceros Party,161,0.3,,,101101,82786,64.2,"Dalton, Marc",Conservative,BC
59023,British Columbia,Port Moody--Coquitlam,Semi-urban,Bonita Zarrillo,NDP-New Democratic Party,19367,37.2,2762.0,5.3,110817,84028,62.5,"Zarrillo, Bonita",NDP,BC
59023,British Columbia,Port Moody--Coquitlam,Semi-urban,Nelly Shin,Conservative,16605,31.9,,,110817,84028,62.5,"Zarrillo, Bonita",NDP,BC
59023,British Columbia,Port Moody--Coquitlam,Semi-urban,Will Davis,Liberal,14231,27.3,,,110817,84028,62.5,"Zarrillo, Bonita",NDP,BC
59023,British Columbia,Port Moody--Coquitlam,Semi-urban,Desta McPherson,People's Party - PPC,1766,3.4,,,110817,84028,62.5,"Zarrillo, Bonita",NDP,BC
59023,British Columbia,Port Moody--Coquitlam,Semi-urban,Roland Verrier,Marxist-Leninist,122,0.2,,,110817,84028,62.5,"Zarrillo, Bonita",NDP,BC
59024,British Columbia,Prince George--Peace River--Northern Rockies,Rural,Bob Zimmer,Conservative,29882,60.7,23235.0,47.2,110995,80724,61.5,"Zimmer, Bob",Conservative,BC
59024,British Columbia,Prince George--Peace River--Northern Rockies,Rural,Cory Grizz Longley,NDP-New Democratic Party,6647,13.5,,,110995,80724,61.5,"Zimmer, Bob",Conservative,BC
59024,British Columbia,Prince George--Peace River--Northern Rockies,Rural,Ryan Dyck,People's Party - PPC,5138,10.4,,,110995,80724,61.5,"Zimmer, Bob",Conservative,BC
59024,British Columbia,Prince George--Peace River--Northern Rockies,Rural,Amir Alavi,Liberal,4236,8.6,,,110995,80724,61.5,"Zimmer, Bob",Conservative,BC
59024,British Columbia,Prince George--Peace River--Northern Rockies,Rural,Catharine Kendall,Green Party,1661,3.4,,,110995,80724,61.5,"Zimmer, Bob",Conservative,BC
59024,British Columbia,Prince George--Peace River--Northern Rockies,Rural,David Jeffers,Maverick Party,1580,3.2,,,110995,80724,61.5,"Zimmer, Bob",Conservative,BC
59024,British Columbia,Prince George--Peace River--Northern Rockies,Rural,Phil Hewkin,CFF - Canada's Fourth Front,53,0.1,,,110995,80724,61.5,"Zimmer, Bob",Conservative,BC
59025,British Columbia,Richmond Centre/Richmond-Centre,Urban,Wilson Miao,Liberal,13440,39.3,772.0,2.3,98396,74710,46.2,"Miao, Wilson",Liberal,BC
59025,British Columbia,Richmond Centre/Richmond-Centre,Urban,Alice Wong,Conservative,12668,37.1,,,98396,74710,46.2,"Miao, Wilson",Liberal,BC
59025,British Columbia,Richmond Centre/Richmond-Centre,Urban,Sandra Nixon,NDP-New Democratic Party,6196,18.1,,,98396,74710,46.2,"Miao, Wilson",Liberal,BC
59025,British Columbia,Richmond Centre/Richmond-Centre,Urban,Laura Gillanders,Green Party,1109,3.2,,,98396,74710,46.2,"Miao, Wilson",Liberal,BC
59025,British Columbia,Richmond Centre/Richmond-Centre,Urban,James Hinton,People's Party - PPC,748,2.2,,,98396,74710,46.2,"Miao, Wilson",Liberal,BC
59027,British Columbia,Saanich--Gulf Islands,Rural,Elizabeth May,Green Party,24648,37.6,9873.0,15.1,107339,94293,69.9,"May, Elizabeth",Green Party,BC
59027,British Columbia,Saanich--Gulf Islands,Rural,David Busch,Conservative,14775,22.5,,,107339,94293,69.9,"May, Elizabeth",Green Party,BC
59027,British Columbia,Saanich--Gulf Islands,Rural,Sherri Moore-Arbour,Liberal,12056,18.4,,,107339,94293,69.9,"May, Elizabeth",Green Party,BC
59027,British Columbia,Saanich--Gulf Islands,Rural,Sabina Singh,NDP-New Democratic Party,11959,18.3,,,107339,94293,69.9,"May, Elizabeth",Green Party,BC
59027,British Columbia,Saanich--Gulf Islands,Rural,David Hilderman,People's Party - PPC,1943,3.0,,,107339,94293,69.9,"May, Elizabeth",Green Party,BC
59027,British Columbia,Saanich--Gulf Islands,Rural,Dock Currie,Communist,141,0.2,,,107339,94293,69.9,"May, Elizabeth",Green Party,BC
59028,British Columbia,Skeena--Bulkley Valley,Rural,Taylor Bachrach,NDP-New Democratic Party,15921,42.6,2408.0,6.4,88920,68088,55.2,"Bachrach, Taylor",NDP,BC
59028,British Columbia,Skeena--Bulkley Valley,Rural,Claire Rattee,Conservative,13513,36.1,,,88920,68088,55.2,"Bachrach, Taylor",NDP,BC
59028,British Columbia,Skeena--Bulkley Valley,Rural,Jody Craven,People's Party - PPC,2888,7.7,,,88920,68088,55.2,"Bachrach, Taylor",NDP,BC
59028,British Columbia,Skeena--Bulkley Valley,Rural,Lakhwinder Jhaj,Liberal,2866,7.7,,,88920,68088,55.2,"Bachrach, Taylor",NDP,BC
59028,British Columbia,Skeena--Bulkley Valley,Rural,Adeana Young,Green Party,1406,3.8,,,88920,68088,55.2,"Bachrach, Taylor",NDP,BC
59028,British Columbia,Skeena--Bulkley Valley,Rural,Rod Taylor,Christian Heritage Party,797,2.1,,,88920,68088,55.2,"Bachrach, Taylor",NDP,BC
59029,British Columbia,South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest,Rural,Richard Cannings,NDP-New Democratic Party,27595,41.3,3920.0,5.9,114695,103310,65.1,"Cannings, Richard",NDP,BC
59029,British Columbia,South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest,Rural,Helena Konanz,Conservative,23675,35.5,,,114695,103310,65.1,"Cannings, Richard",NDP,BC
59029,British Columbia,South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest,Rural,Ken Robertson,Liberal,8159,12.2,,,114695,103310,65.1,"Cannings, Richard",NDP,BC
59029,British Columbia,South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest,Rural,Sean Taylor,People's Party - PPC,4866,7.3,,,114695,103310,65.1,"Cannings, Richard",NDP,BC
59029,British Columbia,South Okanagan--West Kootenay/Okanagan-Sud--Kootenay-Ouest,Rural,Tara Howse,Green Party,2485,3.7,,,114695,103310,65.1,"Cannings, Richard",NDP,BC
59030,British Columbia,South Surrey--White Rock/Surrey-Sud--White Rock,Urban,Kerry-Lynne Findlay,Conservative,24158,42.5,1992.0,3.5,104051,88281,64.8,"Findlay, Kerry-Lynne",Conservative,BC
59030,British Columbia,South Surrey--White Rock/Surrey-Sud--White Rock,Urban,Gordie Hogg,Liberal,22166,39.0,,,104051,88281,64.8,"Findlay, Kerry-Lynne",Conservative,BC
59030,British Columbia,South Surrey--White Rock/Surrey-Sud--White Rock,Urban,June Liu,NDP-New Democratic Party,8395,14.8,,,104051,88281,64.8,"Findlay, Kerry-Lynne",Conservative,BC
59030,British Columbia,South Surrey--White Rock/Surrey-Sud--White Rock,Urban,Gary Jensen,People's Party - PPC,2186,3.8,,,104051,88281,64.8,"Findlay, Kerry-Lynne",Conservative,BC
59031,British Columbia,Steveston--Richmond East/Steveston--Richmond-Est,Semi-urban,Parm Bains,Liberal,16543,42.5,3477.0,8.9,99913,74641,52.7,"Bains, Parm",Liberal,BC
59031,British Columbia,Steveston--Richmond East/Steveston--Richmond-Est,Semi-urban,Kenny Chiu,Conservative,13066,33.5,,,99913,74641,52.7,"Bains, Parm",Liberal,BC
59031,British Columbia,Steveston--Richmond East/Steveston--Richmond-Est,Semi-urban,Jack Trovato,NDP-New Democratic Party,7525,19.3,,,99913,74641,52.7,"Bains, Parm",Liberal,BC
59031,British Columbia,Steveston--Richmond East/Steveston--Richmond-Est,Semi-urban,Jennifer Singh,People's Party - PPC,955,2.5,,,99913,74641,52.7,"Bains, Parm",Liberal,BC
59031,British Columbia,Steveston--Richmond East/Steveston--Richmond-Est,Semi-urban,Françoise Raunet,Green Party,860,2.2,,,99913,74641,52.7,"Bains, Parm",Liberal,BC
59032,British Columbia,Surrey Centre/Surrey-Centre,Urban,Randeep Sarai,Liberal,16862,43.9,6235.0,16.2,120172,75657,51.4,"Sarai, Randeep",Liberal,BC
59032,British Columbia,Surrey Centre/Surrey-Centre,Urban,Sonia Andhi,NDP-New Democratic Party,10627,27.7,,,120172,75657,51.4,"Sarai, Randeep",Liberal,BC
59032,British Columbia,Surrey Centre/Surrey-Centre,Urban,Tina Bains,Conservative,8094,21.1,,,120172,75657,51.4,"Sarai, Randeep",Liberal,BC
59032,British Columbia,Surrey Centre/Surrey-Centre,Urban,Joe Kennedy,People's Party - PPC,1539,4.0,,,120172,75657,51.4,"Sarai, Randeep",Liberal,BC
59032,British Columbia,Surrey Centre/Surrey-Centre,Urban,Felix Kongyuy,Green Party,838,2.2,,,120172,75657,51.4,"Sarai, Randeep",Liberal,BC
59032,British Columbia,Surrey Centre/Surrey-Centre,Urban,Kevin Pielak,Christian Heritage Party,289,0.8,,,120172,75657,51.4,"Sarai, Randeep",Liberal,BC
59032,British Columbia,Surrey Centre/Surrey-Centre,Urban,Ryan Abbott,Communist,137,0.4,,,120172,75657,51.4,"Sarai, Randeep",Liberal,BC
59033,British Columbia,Surrey--Newton,Urban,Sukh Dhaliwal,Liberal,19721,53.9,10185.0,27.8,114605,65973,56.1,"Dhaliwal, Sukh",Liberal,BC
59033,British Columbia,Surrey--Newton,Urban,Avneet Johal,NDP-New Democratic Party,9536,26.0,,,114605,65973,56.1,"Dhaliwal, Sukh",Liberal,BC
59033,British Columbia,Surrey--Newton,Urban,Syed Mohsin,Conservative,5758,15.7,,,114605,65973,56.1,"Dhaliwal, Sukh",Liberal,BC
59033,British Columbia,Surrey--Newton,Urban,Pamela Singh,People's Party - PPC,967,2.6,,,114605,65973,56.1,"Dhaliwal, Sukh",Liberal,BC
59033,British Columbia,Surrey--Newton,Urban,Parveer Hundal,Independent,628,1.7,,,114605,65973,56.1,"Dhaliwal, Sukh",Liberal,BC
59034,British Columbia,Vancouver Centre/Vancouver-Centre,Urban,Hedy Fry,Liberal,20873,40.4,5004.0,9.7,116443,91864,56.6,"Fry, Hedy",Liberal,BC
59034,British Columbia,Vancouver Centre/Vancouver-Centre,Urban,Breen Ouellette,NDP-New Democratic Party,15869,30.7,,,116443,91864,56.6,"Fry, Hedy",Liberal,BC
59034,British Columbia,Vancouver Centre/Vancouver-Centre,Urban,Harry Cockell,Conservative,11162,21.6,,,116443,91864,56.6,"Fry, Hedy",Liberal,BC
